signal_date,code,future_fetch_end_date,eval_days,status,error
2026-06-15,603137,2026-06-26,40,ok,
2026-06-16,603137,2026-06-26,40,ok,
2026-06-16,600228,2026-06-26,40,ok,
2026-06-16,603721,2026-06-26,40,ok,
2026-06-17,603137,2026-06-26,40,ok,
2026-06-17,600228,2026-06-26,40,ok,
2026-06-17,603721,2026-06-26,40,ok,
2026-06-18,603137,2026-06-26,40,ok,
2026-06-18,600228,2026-06-26,40,ok,
2026-06-18,603721,2026-06-26,40,ok,
2026-06-22,603001,2026-06-26,40,ok,
2026-06-24,000012,2026-06-26,40,ok,
2026-06-24,000048,2026-06-26,40,ok,
2026-06-24,000060,2026-06-26,40,ok,
2026-06-24,000070,2026-06-26,40,ok,
2026-06-24,000510,2026-06-26,40,ok,
2026-06-24,000519,2026-06-26,40,ok,
2026-06-24,000545,2026-06-26,40,ok,
2026-06-24,000571,2026-06-26,40,ok,
2026-06-24,000612,2026-06-26,40,ok,
2026-06-24,000657,2026-06-26,40,ok,
2026-06-24,000682,2026-06-26,40,ok,
2026-06-24,000751,2026-06-26,40,ok,
2026-06-24,000776,2026-06-26,40,ok,
2026-06-24,000783,2026-06-26,40,ok,
2026-06-24,000811,2026-06-26,40,ok,
2026-06-24,000823,2026-06-26,40,ok,
2026-06-24,000833,2026-06-26,40,ok,
2026-06-24,000960,2026-06-26,40,ok,
2026-06-24,000962,2026-06-26,40,ok,
2026-06-24,000987,2026-06-26,40,ok,
2026-06-24,001359,2026-06-26,40,ok,
2026-06-24,002057,2026-06-26,40,ok,
2026-06-24,002068,2026-06-26,40,ok,
2026-06-24,002114,2026-06-26,40,ok,
2026-06-24,002167,2026-06-26,40,ok,
2026-06-24,002297,2026-06-26,40,ok,
2026-06-24,002312,2026-06-26,40,ok,
2026-06-24,002346,2026-06-26,40,ok,
2026-06-24,002354,2026-06-26,40,ok,
2026-06-24,002367,2026-06-26,40,ok,
2026-06-24,002386,2026-06-26,40,ok,
2026-06-24,002407,2026-06-26,40,ok,
2026-06-24,002409,2026-06-26,40,ok,
2026-06-24,002418,2026-06-26,40,ok,
2026-06-24,002421,2026-06-26,40,ok,
2026-06-24,002428,2026-06-26,40,ok,
2026-06-24,002440,2026-06-26,40,ok,
2026-06-24,002539,2026-06-26,40,ok,
2026-06-24,002546,2026-06-26,40,ok,
2026-06-24,002601,2026-06-26,40,ok,
2026-06-24,002655,2026-06-26,40,ok,
2026-06-24,002657,2026-06-26,40,ok,
2026-06-24,002672,2026-06-26,40,ok,
2026-06-24,002674,2026-06-26,40,ok,
2026-06-24,002805,2026-06-26,40,ok,
2026-06-24,002830,2026-06-26,40,ok,
2026-06-24,002842,2026-06-26,40,ok,
2026-06-24,002885,2026-06-26,40,ok,
2026-06-24,002910,2026-06-26,40,ok,
2026-06-24,002963,2026-06-26,40,ok,
2026-06-24,002975,2026-06-26,40,ok,
2026-06-24,003031,2026-06-26,40,ok,
2026-06-24,600058,2026-06-26,40,ok,
2026-06-24,600078,2026-06-26,40,ok,
2026-06-24,600096,2026-06-26,40,ok,
2026-06-24,600141,2026-06-26,40,ok,
2026-06-24,600160,2026-06-26,40,ok,
2026-06-24,600162,2026-06-26,40,ok,
2026-06-24,600172,2026-06-26,40,ok,
2026-06-24,600178,2026-06-26,40,ok,
2026-06-24,600206,2026-06-26,40,ok,
2026-06-24,600234,2026-06-26,40,ok,
2026-06-24,600345,2026-06-26,40,ok,
2026-06-24,600352,2026-06-26,40,ok,
2026-06-24,600353,2026-06-26,40,ok,
2026-06-24,600367,2026-06-26,40,ok,
2026-06-24,600397,2026-06-26,40,ok,
2026-06-24,600400,2026-06-26,40,ok,
2026-06-24,600470,2026-06-26,40,ok,
2026-06-24,600497,2026-06-26,40,ok,
2026-06-24,600531,2026-06-26,40,ok,
2026-06-24,600549,2026-06-26,40,ok,
2026-06-24,600552,2026-06-26,40,ok,
2026-06-24,600584,2026-06-26,40,ok,
2026-06-24,600703,2026-06-26,40,ok,
2026-06-24,600769,2026-06-26,40,ok,
2026-06-24,600791,2026-06-26,40,ok,
2026-06-24,600851,2026-06-26,40,ok,
2026-06-24,600869,2026-06-26,40,ok,
2026-06-24,600961,2026-06-26,40,ok,
2026-06-24,601020,2026-06-26,40,ok,
2026-06-24,601066,2026-06-26,40,ok,
2026-06-24,601108,2026-06-26,40,ok,
2026-06-24,601179,2026-06-26,40,ok,
2026-06-24,601233,2026-06-26,40,ok,
2026-06-24,601336,2026-06-26,40,ok,
2026-06-24,601519,2026-06-26,40,ok,
2026-06-24,601869,2026-06-26,40,ok,
2026-06-24,601958,2026-06-26,40,ok,
2026-06-24,603002,2026-06-26,40,ok,
2026-06-24,603012,2026-06-26,40,ok,
2026-06-24,603065,2026-06-26,40,ok,
2026-06-24,603067,2026-06-26,40,ok,
2026-06-24,603082,2026-06-26,40,ok,
2026-06-24,603083,2026-06-26,40,ok,
2026-06-24,603399,2026-06-26,40,ok,
2026-06-24,603533,2026-06-26,40,ok,
2026-06-24,603588,2026-06-26,40,ok,
2026-06-24,603607,2026-06-26,40,ok,
2026-06-24,603629,2026-06-26,40,ok,
2026-06-24,603661,2026-06-26,40,ok,
2026-06-24,603663,2026-06-26,40,ok,
2026-06-24,603668,2026-06-26,40,ok,
2026-06-24,603727,2026-06-26,40,ok,
2026-06-24,603823,2026-06-26,40,ok,
2026-06-24,603906,2026-06-26,40,ok,
2026-06-24,603938,2026-06-26,40,ok,
2026-06-24,603950,2026-06-26,40,ok,
2026-06-24,603976,2026-06-26,40,ok,
2026-06-24,603989,2026-06-26,40,ok,
2026-06-24,605020,2026-06-26,40,ok,
2026-06-24,605069,2026-06-26,40,ok,
2026-06-24,605168,2026-06-26,40,ok,
2026-06-24,605305,2026-06-26,40,ok,
2026-06-24,605377,2026-06-26,40,ok,
2026-06-24,605580,2026-06-26,40,ok,
2026-06-24,000042,2026-06-26,40,ok,
2026-06-24,000551,2026-06-26,40,ok,
2026-06-24,000566,2026-06-26,40,ok,
2026-06-24,000691,2026-06-26,40,ok,
2026-06-24,000756,2026-06-26,40,ok,
2026-06-24,000813,2026-06-26,40,ok,
2026-06-24,000882,2026-06-26,40,ok,
2026-06-24,001225,2026-06-26,40,ok,
2026-06-24,001279,2026-06-26,40,ok,
2026-06-24,002014,2026-06-26,40,ok,
2026-06-24,002021,2026-06-26,40,ok,
2026-06-24,002031,2026-06-26,40,ok,
2026-06-24,002038,2026-06-26,40,ok,
2026-06-24,002047,2026-06-26,40,ok,
2026-06-24,002141,2026-06-26,40,ok,
2026-06-24,002196,2026-06-26,40,ok,
2026-06-24,002370,2026-06-26,40,ok,
2026-06-24,002374,2026-06-26,40,ok,
2026-06-24,002420,2026-06-26,40,ok,
2026-06-24,002453,2026-06-26,40,ok,
2026-06-24,002522,2026-06-26,40,ok,
2026-06-24,002549,2026-06-26,40,ok,
2026-06-24,002580,2026-06-26,40,ok,
2026-06-24,002584,2026-06-26,40,ok,
2026-06-24,002631,2026-06-26,40,ok,
2026-06-24,002648,2026-06-26,40,ok,
2026-06-24,002687,2026-06-26,40,ok,
2026-06-24,002728,2026-06-26,40,ok,
2026-06-24,002871,2026-06-26,40,ok,
2026-06-24,002921,2026-06-26,40,ok,
2026-06-24,002962,2026-06-26,40,ok,
2026-06-24,600171,2026-06-26,40,ok,
2026-06-24,600360,2026-06-26,40,ok,
2026-06-24,600379,2026-06-26,40,ok,
2026-06-24,600405,2026-06-26,40,ok,
2026-06-24,600488,2026-06-26,40,ok,
2026-06-24,600506,2026-06-26,40,ok,
2026-06-24,600707,2026-06-26,40,ok,
2026-06-24,600708,2026-06-26,40,ok,
2026-06-24,600719,2026-06-26,40,ok,
2026-06-24,600743,2026-06-26,40,ok,
2026-06-24,600777,2026-06-26,40,ok,
2026-06-24,600793,2026-06-26,40,ok,
2026-06-24,600843,2026-06-26,40,ok,
2026-06-24,600881,2026-06-26,40,ok,
2026-06-24,601011,2026-06-26,40,ok,
2026-06-24,603007,2026-06-26,40,ok,
2026-06-24,603015,2026-06-26,40,ok,
2026-06-24,603106,2026-06-26,40,ok,
2026-06-24,603116,2026-06-26,40,ok,
2026-06-24,603122,2026-06-26,40,ok,
2026-06-24,603210,2026-06-26,40,ok,
2026-06-24,603318,2026-06-26,40,ok,
2026-06-24,603335,2026-06-26,40,ok,
2026-06-24,603466,2026-06-26,40,ok,
2026-06-24,603630,2026-06-26,40,ok,
2026-06-24,603669,2026-06-26,40,ok,
2026-06-24,603717,2026-06-26,40,ok,
2026-06-24,603725,2026-06-26,40,ok,
2026-06-24,603757,2026-06-26,40,ok,
2026-06-24,603863,2026-06-26,40,ok,
2026-06-24,605118,2026-06-26,40,ok,
2026-06-24,605167,2026-06-26,40,ok,
2026-06-24,605366,2026-06-26,40,ok,
2026-06-24,605369,2026-06-26,40,ok,
2026-06-24,000021,2026-06-26,40,ok,
2026-06-24,000032,2026-06-26,40,ok,
2026-06-24,000818,2026-06-26,40,ok,
2026-06-24,000908,2026-06-26,40,ok,
2026-06-24,000925,2026-06-26,40,ok,
2026-06-24,000967,2026-06-26,40,ok,
2026-06-24,001339,2026-06-26,40,ok,
2026-06-24,002025,2026-06-26,40,ok,
2026-06-24,002046,2026-06-26,40,ok,
2026-06-24,002051,2026-06-26,40,ok,
2026-06-24,002080,2026-06-26,40,ok,
2026-06-24,002192,2026-06-26,40,ok,
2026-06-24,002240,2026-06-26,40,ok,
2026-06-24,002254,2026-06-26,40,ok,
2026-06-24,002303,2026-06-26,40,ok,
2026-06-24,002364,2026-06-26,40,ok,
2026-06-24,002427,2026-06-26,40,ok,
2026-06-24,002452,2026-06-26,40,ok,
2026-06-24,002491,2026-06-26,40,ok,
2026-06-24,002497,2026-06-26,40,ok,
2026-06-24,002520,2026-06-26,40,ok,
2026-06-24,002536,2026-06-26,40,ok,
2026-06-24,002550,2026-06-26,40,ok,
2026-06-24,002552,2026-06-26,40,ok,
2026-06-24,002600,2026-06-26,40,ok,
2026-06-24,002643,2026-06-26,40,ok,
2026-06-24,002803,2026-06-26,40,ok,
2026-06-24,002821,2026-06-26,40,ok,
2026-06-24,002876,2026-06-26,40,ok,
2026-06-24,002897,2026-06-26,40,ok,
2026-06-24,002943,2026-06-26,40,ok,
2026-06-24,002990,2026-06-26,40,ok,
2026-06-24,003018,2026-06-26,40,ok,
2026-06-24,600026,2026-06-26,40,ok,
2026-06-24,600105,2026-06-26,40,ok,
2026-06-24,600176,2026-06-26,40,ok,
2026-06-24,600226,2026-06-26,40,ok,
2026-06-24,600246,2026-06-26,40,ok,
2026-06-24,600563,2026-06-26,40,ok,
2026-06-24,600596,2026-06-26,40,ok,
2026-06-24,600667,2026-06-26,40,ok,
2026-06-24,600877,2026-06-26,40,ok,
2026-06-24,600909,2026-06-26,40,ok,
2026-06-24,601133,2026-06-26,40,ok,
2026-06-24,601872,2026-06-26,40,ok,
2026-06-24,603001,2026-06-26,40,ok,
2026-06-24,603045,2026-06-26,40,ok,
2026-06-24,603061,2026-06-26,40,ok,
2026-06-24,603203,2026-06-26,40,ok,
2026-06-24,603297,2026-06-26,40,ok,
2026-06-24,603317,2026-06-26,40,ok,
2026-06-24,603324,2026-06-26,40,ok,
2026-06-24,603386,2026-06-26,40,ok,
2026-06-24,603650,2026-06-26,40,ok,
2026-06-24,603678,2026-06-26,40,ok,
2026-06-24,603698,2026-06-26,40,ok,
2026-06-24,603713,2026-06-26,40,ok,
2026-06-24,603929,2026-06-26,40,ok,
2026-06-24,603948,2026-06-26,40,ok,
2026-06-24,603986,2026-06-26,40,ok,
2026-06-24,605151,2026-06-26,40,ok,
2026-06-24,605277,2026-06-26,40,ok,
2026-06-24,605598,2026-06-26,40,ok,
2026-06-25,000012,2026-06-26,40,ok,
2026-06-25,000048,2026-06-26,40,ok,
2026-06-25,000060,2026-06-26,40,ok,
2026-06-25,000070,2026-06-26,40,ok,
2026-06-25,000510,2026-06-26,40,ok,
2026-06-25,000519,2026-06-26,40,ok,
2026-06-25,000545,2026-06-26,40,ok,
2026-06-25,000571,2026-06-26,40,ok,
2026-06-25,000612,2026-06-26,40,ok,
2026-06-25,000657,2026-06-26,40,ok,
2026-06-25,000682,2026-06-26,40,ok,
2026-06-25,000751,2026-06-26,40,ok,
2026-06-25,000776,2026-06-26,40,ok,
2026-06-25,000783,2026-06-26,40,ok,
2026-06-25,000811,2026-06-26,40,ok,
2026-06-25,000823,2026-06-26,40,ok,
2026-06-25,000833,2026-06-26,40,ok,
2026-06-25,000960,2026-06-26,40,ok,
2026-06-25,000962,2026-06-26,40,ok,
2026-06-25,000987,2026-06-26,40,ok,
2026-06-25,001359,2026-06-26,40,ok,
2026-06-25,002057,2026-06-26,40,ok,
2026-06-25,002068,2026-06-26,40,ok,
2026-06-25,002114,2026-06-26,40,ok,
2026-06-25,002167,2026-06-26,40,ok,
2026-06-25,002297,2026-06-26,40,ok,
2026-06-25,002312,2026-06-26,40,ok,
2026-06-25,002346,2026-06-26,40,ok,
2026-06-25,002354,2026-06-26,40,ok,
2026-06-25,002367,2026-06-26,40,ok,
2026-06-25,002386,2026-06-26,40,ok,
2026-06-25,002407,2026-06-26,40,ok,
2026-06-25,002409,2026-06-26,40,ok,
2026-06-25,002418,2026-06-26,40,ok,
2026-06-25,002421,2026-06-26,40,ok,
2026-06-25,002428,2026-06-26,40,ok,
2026-06-25,002440,2026-06-26,40,ok,
2026-06-25,002539,2026-06-26,40,ok,
2026-06-25,002546,2026-06-26,40,ok,
2026-06-25,002601,2026-06-26,40,ok,
2026-06-25,002655,2026-06-26,40,ok,
2026-06-25,002657,2026-06-26,40,ok,
2026-06-25,002672,2026-06-26,40,ok,
2026-06-25,002674,2026-06-26,40,ok,
2026-06-25,002805,2026-06-26,40,ok,
2026-06-25,002830,2026-06-26,40,ok,
2026-06-25,002842,2026-06-26,40,ok,
2026-06-25,002885,2026-06-26,40,ok,
2026-06-25,002910,2026-06-26,40,ok,
2026-06-25,002963,2026-06-26,40,ok,
2026-06-25,002975,2026-06-26,40,ok,
2026-06-25,003031,2026-06-26,40,ok,
2026-06-25,600058,2026-06-26,40,ok,
2026-06-25,600078,2026-06-26,40,ok,
2026-06-25,600096,2026-06-26,40,ok,
2026-06-25,600141,2026-06-26,40,ok,
2026-06-25,600160,2026-06-26,40,ok,
2026-06-25,600162,2026-06-26,40,ok,
2026-06-25,600172,2026-06-26,40,ok,
2026-06-25,600178,2026-06-26,40,ok,
2026-06-25,600206,2026-06-26,40,ok,
2026-06-25,600234,2026-06-26,40,ok,
2026-06-25,600345,2026-06-26,40,ok,
2026-06-25,600352,2026-06-26,40,ok,
2026-06-25,600353,2026-06-26,40,ok,
2026-06-25,600367,2026-06-26,40,ok,
2026-06-25,600397,2026-06-26,40,ok,
2026-06-25,600400,2026-06-26,40,ok,
2026-06-25,600470,2026-06-26,40,ok,
2026-06-25,600497,2026-06-26,40,ok,
2026-06-25,600531,2026-06-26,40,ok,
2026-06-25,600549,2026-06-26,40,ok,
2026-06-25,600552,2026-06-26,40,ok,
2026-06-25,600584,2026-06-26,40,ok,
2026-06-25,600703,2026-06-26,40,ok,
2026-06-25,600769,2026-06-26,40,ok,
2026-06-25,600791,2026-06-26,40,ok,
2026-06-25,600851,2026-06-26,40,ok,
2026-06-25,600869,2026-06-26,40,ok,
2026-06-25,600961,2026-06-26,40,ok,
2026-06-25,601020,2026-06-26,40,ok,
2026-06-25,601066,2026-06-26,40,ok,
2026-06-25,601108,2026-06-26,40,ok,
2026-06-25,601179,2026-06-26,40,ok,
2026-06-25,601233,2026-06-26,40,ok,
2026-06-25,601336,2026-06-26,40,ok,
2026-06-25,601519,2026-06-26,40,ok,
2026-06-25,601869,2026-06-26,40,ok,
2026-06-25,601958,2026-06-26,40,ok,
2026-06-25,603002,2026-06-26,40,ok,
2026-06-25,603012,2026-06-26,40,ok,
2026-06-25,603065,2026-06-26,40,ok,
2026-06-25,603067,2026-06-26,40,ok,
2026-06-25,603082,2026-06-26,40,ok,
2026-06-25,603083,2026-06-26,40,ok,
2026-06-25,603399,2026-06-26,40,ok,
2026-06-25,603533,2026-06-26,40,ok,
2026-06-25,603588,2026-06-26,40,ok,
2026-06-25,603607,2026-06-26,40,ok,
2026-06-25,603629,2026-06-26,40,ok,
2026-06-25,603661,2026-06-26,40,ok,
2026-06-25,603663,2026-06-26,40,ok,
2026-06-25,603668,2026-06-26,40,ok,
2026-06-25,603727,2026-06-26,40,ok,
2026-06-25,603823,2026-06-26,40,ok,
2026-06-25,603906,2026-06-26,40,ok,
2026-06-25,603938,2026-06-26,40,ok,
2026-06-25,603950,2026-06-26,40,ok,
2026-06-25,603976,2026-06-26,40,ok,
2026-06-25,603989,2026-06-26,40,ok,
2026-06-25,605020,2026-06-26,40,ok,
2026-06-25,605069,2026-06-26,40,ok,
2026-06-25,605168,2026-06-26,40,ok,
2026-06-25,605305,2026-06-26,40,ok,
2026-06-25,605377,2026-06-26,40,ok,
2026-06-25,605580,2026-06-26,40,ok,
2026-06-25,000042,2026-06-26,40,ok,
2026-06-25,000551,2026-06-26,40,ok,
2026-06-25,000566,2026-06-26,40,ok,
2026-06-25,000691,2026-06-26,40,ok,
2026-06-25,000756,2026-06-26,40,ok,
2026-06-25,000813,2026-06-26,40,ok,
2026-06-25,000882,2026-06-26,40,ok,
2026-06-25,001225,2026-06-26,40,ok,
2026-06-25,001279,2026-06-26,40,ok,
2026-06-25,002014,2026-06-26,40,ok,
2026-06-25,002021,2026-06-26,40,ok,
2026-06-25,002031,2026-06-26,40,ok,
2026-06-25,002038,2026-06-26,40,ok,
2026-06-25,002047,2026-06-26,40,ok,
2026-06-25,002141,2026-06-26,40,ok,
2026-06-25,002196,2026-06-26,40,ok,
2026-06-25,002370,2026-06-26,40,ok,
2026-06-25,002374,2026-06-26,40,ok,
2026-06-25,002420,2026-06-26,40,ok,
2026-06-25,002453,2026-06-26,40,ok,
2026-06-25,002522,2026-06-26,40,ok,
2026-06-25,002549,2026-06-26,40,ok,
2026-06-25,002580,2026-06-26,40,ok,
2026-06-25,002584,2026-06-26,40,ok,
2026-06-25,002631,2026-06-26,40,ok,
2026-06-25,002648,2026-06-26,40,ok,
2026-06-25,002687,2026-06-26,40,ok,
2026-06-25,002728,2026-06-26,40,ok,
2026-06-25,002871,2026-06-26,40,ok,
2026-06-25,002921,2026-06-26,40,ok,
2026-06-25,002962,2026-06-26,40,ok,
2026-06-25,600171,2026-06-26,40,ok,
2026-06-25,600360,2026-06-26,40,ok,
2026-06-25,600379,2026-06-26,40,ok,
2026-06-25,600405,2026-06-26,40,ok,
2026-06-25,600488,2026-06-26,40,ok,
2026-06-25,600506,2026-06-26,40,ok,
2026-06-25,600707,2026-06-26,40,ok,
2026-06-25,600708,2026-06-26,40,ok,
2026-06-25,600719,2026-06-26,40,ok,
2026-06-25,600743,2026-06-26,40,ok,
2026-06-25,600777,2026-06-26,40,ok,
2026-06-25,600793,2026-06-26,40,ok,
2026-06-25,600843,2026-06-26,40,ok,
2026-06-25,600881,2026-06-26,40,ok,
2026-06-25,601011,2026-06-26,40,ok,
2026-06-25,603007,2026-06-26,40,ok,
2026-06-25,603015,2026-06-26,40,ok,
2026-06-25,603106,2026-06-26,40,ok,
2026-06-25,603116,2026-06-26,40,ok,
2026-06-25,603122,2026-06-26,40,ok,
2026-06-25,603210,2026-06-26,40,ok,
2026-06-25,603318,2026-06-26,40,ok,
2026-06-25,603335,2026-06-26,40,ok,
2026-06-25,603466,2026-06-26,40,ok,
2026-06-25,603630,2026-06-26,40,ok,
2026-06-25,603669,2026-06-26,40,ok,
2026-06-25,603717,2026-06-26,40,ok,
2026-06-25,603725,2026-06-26,40,ok,
2026-06-25,603757,2026-06-26,40,ok,
2026-06-25,603863,2026-06-26,40,ok,
2026-06-25,605118,2026-06-26,40,ok,
2026-06-25,605167,2026-06-26,40,ok,
2026-06-25,605366,2026-06-26,40,ok,
2026-06-25,605369,2026-06-26,40,ok,
2026-06-25,000021,2026-06-26,40,ok,
2026-06-25,000032,2026-06-26,40,ok,
2026-06-25,000818,2026-06-26,40,ok,
2026-06-25,000908,2026-06-26,40,ok,
2026-06-25,000925,2026-06-26,40,ok,
2026-06-25,000967,2026-06-26,40,ok,
2026-06-25,001339,2026-06-26,40,ok,
2026-06-25,002025,2026-06-26,40,ok,
2026-06-25,002046,2026-06-26,40,ok,
2026-06-25,002051,2026-06-26,40,ok,
2026-06-25,002080,2026-06-26,40,ok,
2026-06-25,002192,2026-06-26,40,ok,
2026-06-25,002240,2026-06-26,40,ok,
2026-06-25,002254,2026-06-26,40,ok,
2026-06-25,002303,2026-06-26,40,ok,
2026-06-25,002364,2026-06-26,40,ok,
2026-06-25,002427,2026-06-26,40,ok,
2026-06-25,002452,2026-06-26,40,ok,
2026-06-25,002491,2026-06-26,40,ok,
2026-06-25,002497,2026-06-26,40,ok,
2026-06-25,002520,2026-06-26,40,ok,
2026-06-25,002536,2026-06-26,40,ok,
2026-06-25,002550,2026-06-26,40,ok,
2026-06-25,002552,2026-06-26,40,ok,
2026-06-25,002600,2026-06-26,40,ok,
2026-06-25,002643,2026-06-26,40,ok,
2026-06-25,002803,2026-06-26,40,ok,
2026-06-25,002821,2026-06-26,40,ok,
2026-06-25,002876,2026-06-26,40,ok,
2026-06-25,002897,2026-06-26,40,ok,
2026-06-25,002943,2026-06-26,40,ok,
2026-06-25,002990,2026-06-26,40,ok,
2026-06-25,003018,2026-06-26,40,ok,
2026-06-25,600026,2026-06-26,40,ok,
2026-06-25,600105,2026-06-26,40,ok,
2026-06-25,600176,2026-06-26,40,ok,
2026-06-25,600226,2026-06-26,40,ok,
2026-06-25,600246,2026-06-26,40,ok,
2026-06-25,600563,2026-06-26,40,ok,
2026-06-25,600596,2026-06-26,40,ok,
2026-06-25,600667,2026-06-26,40,ok,
2026-06-25,600877,2026-06-26,40,ok,
2026-06-25,600909,2026-06-26,40,ok,
2026-06-25,601133,2026-06-26,40,ok,
2026-06-25,601872,2026-06-26,40,ok,
2026-06-25,603001,2026-06-26,40,ok,
2026-06-25,603045,2026-06-26,40,ok,
2026-06-25,603061,2026-06-26,40,ok,
2026-06-25,603203,2026-06-26,40,ok,
2026-06-25,603297,2026-06-26,40,ok,
2026-06-25,603317,2026-06-26,40,ok,
2026-06-25,603324,2026-06-26,40,ok,
2026-06-25,603386,2026-06-26,40,ok,
2026-06-25,603650,2026-06-26,40,ok,
2026-06-25,603678,2026-06-26,40,ok,
2026-06-25,603698,2026-06-26,40,ok,
2026-06-25,603713,2026-06-26,40,ok,
2026-06-25,603929,2026-06-26,40,ok,
2026-06-25,603948,2026-06-26,40,ok,
2026-06-25,603986,2026-06-26,40,ok,
2026-06-25,605151,2026-06-26,40,ok,
2026-06-25,605277,2026-06-26,40,ok,
2026-06-25,605598,2026-06-26,40,ok,
2026-06-25,000034,2026-06-26,40,ok,
2026-06-25,000100,2026-06-26,40,ok,
2026-06-25,000636,2026-06-26,40,ok,
2026-06-25,000766,2026-06-26,40,ok,
2026-06-25,001309,2026-06-26,40,ok,
2026-06-25,001330,2026-06-26,40,ok,
2026-06-25,002056,2026-06-26,40,ok,
2026-06-25,002387,2026-06-26,40,ok,
2026-06-25,002484,2026-06-26,40,ok,
2026-06-25,002518,2026-06-26,40,ok,
2026-06-25,002558,2026-06-26,40,ok,
2026-06-25,002579,2026-06-26,40,ok,
2026-06-25,002654,2026-06-26,40,ok,
2026-06-25,002787,2026-06-26,40,ok,
2026-06-25,002928,2026-06-26,40,ok,
2026-06-25,002965,2026-06-26,40,ok,
2026-06-25,002980,2026-06-26,40,ok,
2026-06-25,600152,2026-06-26,40,ok,
2026-06-25,600184,2026-06-26,40,ok,
2026-06-25,600186,2026-06-26,40,ok,
2026-06-25,600228,2026-06-26,40,ok,
2026-06-25,600237,2026-06-26,40,ok,
2026-06-25,600330,2026-06-26,40,ok,
2026-06-25,600458,2026-06-26,40,ok,
2026-06-25,600500,2026-06-26,40,ok,
2026-06-25,600516,2026-06-26,40,ok,
2026-06-25,600579,2026-06-26,40,ok,
2026-06-25,600668,2026-06-26,40,ok,
2026-06-25,600857,2026-06-26,40,ok,
2026-06-25,600888,2026-06-26,40,ok,
2026-06-25,600903,2026-06-26,40,ok,
2026-06-25,600962,2026-06-26,40,ok,
2026-06-25,601798,2026-06-26,40,ok,
2026-06-25,603010,2026-06-26,40,ok,
2026-06-25,603019,2026-06-26,40,ok,
2026-06-25,603063,2026-06-26,40,ok,
2026-06-25,603115,2026-06-26,40,ok,
2026-06-25,603267,2026-06-26,40,ok,
2026-06-25,603313,2026-06-26,40,ok,
2026-06-25,603500,2026-06-26,40,ok,
2026-06-25,603527,2026-06-26,40,ok,
2026-06-25,603690,2026-06-26,40,ok,
2026-06-25,603733,2026-06-26,40,ok,
2026-06-25,603800,2026-06-26,40,ok,
2026-06-25,603956,2026-06-26,40,ok,
2026-06-25,605300,2026-06-26,40,ok,
2026-06-25,605318,2026-06-26,40,ok,
2026-06-25,605376,2026-06-26,40,ok,
2026-06-25,605589,2026-06-26,40,ok,
