comparison,comparison_description,factor_type,factor,bucket_or_value,positive_group,negative_group,positive_count,negative_count,positive_mean,negative_mean,difference,effect_size,positive_rate,negative_rate,lift,evidence_score,priority,direction,interpretation
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,numeric,daily_rank,,missed_selected,success,15,11,18.866666666666667,38.72727272727273,-19.86060606060606,-1.110834898495719,,,,1.110834898495719,1,negative_group_higher,`daily_rank` is higher in the negative group; treat as a candidate hypothesis.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,segment,executed,False,missed_selected,success,15,0,,,1.0,,1.0,0.0,,1.0,1,positive_group_overrepresented,`executed=False` is overrepresented in the positive group.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,segment,executed,True,missed_selected,success,0,11,,,-1.0,,0.0,1.0,0.0,1.0,1,negative_group_overrepresented,`executed=True` is overrepresented in the negative group. lift=0.00.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,segment,failure_reason,zone_too_low,missed_selected,success,15,0,,,1.0,,1.0,0.0,,1.0,1,positive_group_overrepresented,`failure_reason=zone_too_low` is overrepresented in the positive group.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,numeric,total_score,,missed_selected,success,15,11,83.63666666666667,78.73181818181818,4.904848484848486,0.9906285190767533,,,,0.9906285190767533,1,positive_group_higher,`total_score` is higher in the positive group; treat as a candidate hypothesis.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,segment,failure_reason,,missed_selected,success,0,9,,,-0.8181818181818182,,0.0,0.8181818181818182,0.0,0.8181818181818182,1,negative_group_overrepresented,`failure_reason=` is overrepresented in the negative group. lift=0.00.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,numeric,support_score,,missed_selected,success,15,11,88.86666666666666,83.72727272727273,5.139393939393926,0.7729240640502114,,,,0.7729240640502114,1,positive_group_higher,`support_score` is higher in the positive group; treat as a candidate hypothesis.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,numeric,active_money_score,,missed_selected,success,15,11,83.73333333333333,75.27272727272727,8.460606060606068,0.6539949760214775,,,,0.6539949760214775,1,positive_group_higher,`active_money_score` is higher in the positive group; treat as a candidate hypothesis.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,numeric,graph_quality_score,,missed_selected,success,15,11,86.53333333333333,82.54545454545455,3.9878787878787847,0.5906075306004916,,,,0.5906075306004916,1,positive_group_higher,`graph_quality_score` is higher in the positive group; treat as a candidate hypothesis.
missed_selected_vs_success,Selected opportunities missed by D2 entry vs realized winners.,numeric,days_since_d0,,missed_selected,success,15,11,1.7333333333333334,1.4545454545454546,0.2787878787878788,0.4461134036705514,,,,0.4461134036705514,1,positive_group_higher,`days_since_d0` is higher in the positive group; treat as a candidate hypothesis.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,numeric,days_since_d0,,missed_unselected,ordinary,132,325,0.6893939393939394,1.3784615384615384,-0.689067599067599,-0.645181085633739,,,,0.645181085633739,1,negative_group_higher,`days_since_d0` is higher in the negative group; treat as a candidate hypothesis.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,numeric,graph_quality_score,,missed_unselected,ordinary,132,325,73.87878787878788,61.2,12.678787878787873,0.5319816011658169,,,,0.5319816011658169,1,positive_group_higher,`graph_quality_score` is higher in the positive group; treat as a candidate hypothesis.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,numeric,consecutive_boards,,missed_unselected,ordinary,132,325,1.3181818181818181,1.1384615384615384,0.1797202797202797,0.37959930667904057,,,,0.37959930667904057,1,positive_group_higher,`consecutive_boards` is higher in the positive group; treat as a candidate hypothesis.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,numeric,total_score,,missed_unselected,ordinary,132,325,69.94848484848485,64.02076923076923,5.92771561771562,0.3784511496555509,,,,0.3784511496555509,1,positive_group_higher,`total_score` is higher in the positive group; treat as a candidate hypothesis.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,numeric,low_absorb_width_pct,,missed_unselected,ordinary,132,325,3.298792864395751,3.688346914283688,-0.38955404988793685,-0.29128697253658237,,,,0.29128697253658237,1,negative_group_higher,`low_absorb_width_pct` is higher in the negative group; treat as a candidate hypothesis.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,numeric,invalid_distance_pct,,missed_unselected,ordinary,132,325,3.298792864395751,3.688346914283688,-0.38955404988793685,-0.29128697253658237,,,,0.29128697253658237,1,negative_group_higher,`invalid_distance_pct` is higher in the negative group; treat as a candidate hypothesis.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,numeric,support_score,,missed_unselected,ordinary,132,325,70.06818181818181,62.87384615384615,7.194335664335661,0.23891225659400106,,,,0.23891225659400106,1,positive_group_higher,`support_score` is higher in the positive group; treat as a candidate hypothesis.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,allowed_bool,True,missed_unselected,ordinary,9,71,,,-0.15027972027972028,,0.06818181818181818,0.21846153846153846,0.3120998719590269,0.15027972027972028,1,negative_group_overrepresented,`allowed_bool=True` is overrepresented in the negative group. lift=0.31.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,signal_type,WATCH_ONLY,missed_unselected,ordinary,123,254,,,0.15027972027972025,,0.9318181818181818,0.7815384615384615,1.1922870436649964,0.15027972027972025,1,positive_group_overrepresented,`signal_type=WATCH_ONLY` is overrepresented in the positive group. lift=1.19.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,position_level,zero,missed_unselected,ordinary,123,254,,,0.15027972027972025,,0.9318181818181818,0.7815384615384615,1.1922870436649964,0.15027972027972025,1,positive_group_overrepresented,`position_level=zero` is overrepresented in the positive group. lift=1.19.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,allowed_bool,False,missed_unselected,ordinary,123,254,,,0.15027972027972025,,0.9318181818181818,0.7815384615384615,1.1922870436649964,0.15027972027972025,1,positive_group_overrepresented,`allowed_bool=False` is overrepresented in the positive group. lift=1.19.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,signal_type,D2_LOW_ABSORB,missed_unselected,ordinary,0,38,,,-0.11692307692307692,,0.0,0.11692307692307692,0.0,0.11692307692307692,1,negative_group_overrepresented,`signal_type=D2_LOW_ABSORB` is overrepresented in the negative group. lift=0.00.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,position_level,normal,missed_unselected,ordinary,0,38,,,-0.11692307692307692,,0.0,0.11692307692307692,0.0,0.11692307692307692,1,negative_group_overrepresented,`position_level=normal` is overrepresented in the negative group. lift=0.00.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,eligible_for_trade,True,missed_unselected,ordinary,0,38,,,-0.11692307692307692,,0.0,0.11692307692307692,0.0,0.11692307692307692,1,negative_group_overrepresented,`eligible_for_trade=True` is overrepresented in the negative group. lift=0.00.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,selected_by_topn,True,missed_unselected,ordinary,0,38,,,-0.11692307692307692,,0.0,0.11692307692307692,0.0,0.11692307692307692,1,negative_group_overrepresented,`selected_by_topn=True` is overrepresented in the negative group. lift=0.00.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,selected_for_execution,True,missed_unselected,ordinary,0,38,,,-0.11692307692307692,,0.0,0.11692307692307692,0.0,0.11692307692307692,1,negative_group_overrepresented,`selected_for_execution=True` is overrepresented in the negative group. lift=0.00.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,eligible_for_trade,False,missed_unselected,ordinary,132,287,,,0.11692307692307691,,1.0,0.8830769230769231,1.132404181184669,0.11692307692307691,1,positive_group_overrepresented,`eligible_for_trade=False` is overrepresented in the positive group. lift=1.13.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,selected_by_topn,False,missed_unselected,ordinary,132,287,,,0.11692307692307691,,1.0,0.8830769230769231,1.132404181184669,0.11692307692307691,1,positive_group_overrepresented,`selected_by_topn=False` is overrepresented in the positive group. lift=1.13.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,selected_for_execution,False,missed_unselected,ordinary,132,287,,,0.11692307692307691,,1.0,0.8830769230769231,1.132404181184669,0.11692307692307691,1,positive_group_overrepresented,`selected_for_execution=False` is overrepresented in the positive group. lift=1.13.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,failure_reason,,missed_unselected,ordinary,132,287,,,0.11692307692307691,,1.0,0.8830769230769231,1.132404181184669,0.11692307692307691,1,positive_group_overrepresented,`failure_reason=` is overrepresented in the positive group. lift=1.13.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,support_type,A,missed_unselected,ordinary,87,180,,,0.10524475524475518,,0.6590909090909091,0.5538461538461539,1.1900252525252524,0.10524475524475518,1,positive_group_overrepresented,`support_type=A` is overrepresented in the positive group. lift=1.19.
missed_unselected_vs_ordinary,Filtered or unselected opportunities vs ordinary baseline.,segment,support_type,C,missed_unselected,ordinary,28,102,,,-0.1017249417249417,,0.21212121212121213,0.31384615384615383,0.6758764111705289,0.1017249417249417,1,negative_group_overrepresented,`support_type=C` is overrepresented in the negative group. lift=0.68.
success_vs_failed,Trade quality: executed winners vs executed losers.,segment,failure_reason,,success,failed,9,0,,,0.8181818181818182,,0.8181818181818182,0.0,,0.8181818181818182,1,positive_group_overrepresented,`failure_reason=` is overrepresented in the positive group.
success_vs_failed,Trade quality: executed winners vs executed losers.,segment,failure_reason,stop_hit,success,failed,2,40,,,-0.5454545454545454,,0.18181818181818182,0.7272727272727273,0.25,0.5454545454545454,1,negative_group_overrepresented,`failure_reason=stop_hit` is overrepresented in the negative group. lift=0.25.
success_vs_failed,Trade quality: executed winners vs executed losers.,numeric,days_since_d0,,success,failed,11,55,1.4545454545454546,1.8727272727272728,-0.4181818181818182,-0.5342380237471263,,,,0.5342380237471263,1,negative_group_higher,`days_since_d0` is higher in the negative group; treat as a candidate hypothesis.
success_vs_failed,Trade quality: executed winners vs executed losers.,numeric,consecutive_boards,,success,failed,11,55,1.0909090909090908,1.2363636363636363,-0.1454545454545455,-0.3273572829458274,,,,0.3273572829458274,1,negative_group_higher,`consecutive_boards` is higher in the negative group; treat as a candidate hypothesis.
success_vs_failed,Trade quality: executed winners vs executed losers.,numeric,low_absorb_width_pct,,success,failed,11,55,3.6996669043856487,4.023893250047388,-0.3242263456617396,-0.3197835418560433,,,,0.3197835418560433,1,negative_group_higher,`low_absorb_width_pct` is higher in the negative group; treat as a candidate hypothesis.
success_vs_failed,Trade quality: executed winners vs executed losers.,numeric,invalid_distance_pct,,success,failed,11,55,3.6996669043856487,4.023893250047388,-0.3242263456617396,-0.3197835418560433,,,,0.3197835418560433,1,negative_group_higher,`invalid_distance_pct` is higher in the negative group; treat as a candidate hypothesis.
success_vs_failed,Trade quality: executed winners vs executed losers.,segment,failure_reason,unknown,success,failed,0,8,,,-0.14545454545454545,,0.0,0.14545454545454545,0.0,0.14545454545454545,1,negative_group_overrepresented,`failure_reason=unknown` is overrepresented in the negative group. lift=0.00.
success_vs_failed,Trade quality: executed winners vs executed losers.,segment,failure_reason,weak_repair,success,failed,0,7,,,-0.12727272727272726,,0.0,0.12727272727272726,0.0,0.12727272727272726,1,negative_group_overrepresented,`failure_reason=weak_repair` is overrepresented in the negative group. lift=0.00.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,executed,False,success,ordinary,0,325,,,-1.0,,0.0,1.0,0.0,1.0,1,negative_group_overrepresented,`executed=False` is overrepresented in the negative group. lift=0.00.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,executed,True,success,ordinary,11,0,,,1.0,,1.0,0.0,,1.0,1,positive_group_overrepresented,`executed=True` is overrepresented in the positive group.
success_vs_ordinary,Positive samples vs ordinary baseline.,numeric,total_score,,success,ordinary,11,325,78.73181818181818,64.02076923076923,14.711048951048951,0.9366205484514618,,,,0.9366205484514618,1,positive_group_higher,`total_score` is higher in the positive group; treat as a candidate hypothesis.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,signal_type,D2_LOW_ABSORB,success,ordinary,11,38,,,0.8830769230769231,,1.0,0.11692307692307692,8.552631578947368,0.8830769230769231,1,positive_group_overrepresented,`signal_type=D2_LOW_ABSORB` is overrepresented in the positive group. lift=8.55.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,position_level,normal,success,ordinary,11,38,,,0.8830769230769231,,1.0,0.11692307692307692,8.552631578947368,0.8830769230769231,1,positive_group_overrepresented,`position_level=normal` is overrepresented in the positive group. lift=8.55.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,eligible_for_trade,False,success,ordinary,0,287,,,-0.8830769230769231,,0.0,0.8830769230769231,0.0,0.8830769230769231,1,negative_group_overrepresented,`eligible_for_trade=False` is overrepresented in the negative group. lift=0.00.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,eligible_for_trade,True,success,ordinary,11,38,,,0.8830769230769231,,1.0,0.11692307692307692,8.552631578947368,0.8830769230769231,1,positive_group_overrepresented,`eligible_for_trade=True` is overrepresented in the positive group. lift=8.55.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,selected_by_topn,False,success,ordinary,0,287,,,-0.8830769230769231,,0.0,0.8830769230769231,0.0,0.8830769230769231,1,negative_group_overrepresented,`selected_by_topn=False` is overrepresented in the negative group. lift=0.00.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,selected_by_topn,True,success,ordinary,11,38,,,0.8830769230769231,,1.0,0.11692307692307692,8.552631578947368,0.8830769230769231,1,positive_group_overrepresented,`selected_by_topn=True` is overrepresented in the positive group. lift=8.55.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,selected_for_execution,False,success,ordinary,0,287,,,-0.8830769230769231,,0.0,0.8830769230769231,0.0,0.8830769230769231,1,negative_group_overrepresented,`selected_for_execution=False` is overrepresented in the negative group. lift=0.00.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,selected_for_execution,True,success,ordinary,11,38,,,0.8830769230769231,,1.0,0.11692307692307692,8.552631578947368,0.8830769230769231,1,positive_group_overrepresented,`selected_for_execution=True` is overrepresented in the positive group. lift=8.55.
success_vs_ordinary,Positive samples vs ordinary baseline.,numeric,graph_quality_score,,success,ordinary,11,325,82.54545454545455,61.2,21.345454545454544,0.8665540541851494,,,,0.8665540541851494,1,positive_group_higher,`graph_quality_score` is higher in the positive group; treat as a candidate hypothesis.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,signal_type,WATCH_ONLY,success,ordinary,0,254,,,-0.7815384615384615,,0.0,0.7815384615384615,0.0,0.7815384615384615,1,negative_group_overrepresented,`signal_type=WATCH_ONLY` is overrepresented in the negative group. lift=0.00.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,position_level,zero,success,ordinary,0,254,,,-0.7815384615384615,,0.0,0.7815384615384615,0.0,0.7815384615384615,1,negative_group_overrepresented,`position_level=zero` is overrepresented in the negative group. lift=0.00.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,allowed_bool,False,success,ordinary,0,254,,,-0.7815384615384615,,0.0,0.7815384615384615,0.0,0.7815384615384615,1,negative_group_overrepresented,`allowed_bool=False` is overrepresented in the negative group. lift=0.00.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,allowed_bool,True,success,ordinary,11,71,,,0.7815384615384615,,1.0,0.21846153846153846,4.577464788732394,0.7815384615384615,1,positive_group_overrepresented,`allowed_bool=True` is overrepresented in the positive group. lift=4.58.
success_vs_ordinary,Positive samples vs ordinary baseline.,numeric,support_score,,success,ordinary,11,325,83.72727272727273,62.87384615384615,20.85342657342658,0.7031033201720869,,,,0.7031033201720869,1,positive_group_higher,`support_score` is higher in the positive group; treat as a candidate hypothesis.
success_vs_ordinary,Positive samples vs ordinary baseline.,numeric,daily_rank,,success,ordinary,11,38,38.72727272727273,26.394736842105264,12.332535885167463,0.650300786500777,,,,0.650300786500777,1,positive_group_higher,`daily_rank` is higher in the positive group; treat as a candidate hypothesis.
success_vs_ordinary,Positive samples vs ordinary baseline.,segment,support_type,A,success,ordinary,11,180,,,0.4461538461538461,,1.0,0.5538461538461539,1.8055555555555554,0.4461538461538461,1,positive_group_overrepresented,`support_type=A` is overrepresented in the positive group. lift=1.81.
success_vs_ordinary,Positive samples vs ordinary baseline.,numeric,active_money_score,,success,ordinary,11,325,75.27272727272727,68.88,6.392727272727271,0.3817681190259204,,,,0.3817681190259204,1,positive_group_higher,`active_money_score` is higher in the positive group; treat as a candidate hypothesis.
